hd-no.,transcription,region,country,ancient find spot,modern find spot,type of monument,type of inscription,material,lat,long,period from,period to,from_num,to_num
HD066349,Memoriae sanctissimae / C(ai) Subri Secundini / flaminis et patroni provinciae / pietatis eloquentiae morum / magistri / C(aius) Subrius Severianus frater / inmatura eius morte deceptus // XXXX annis vixi[t ---] / bis duo iungantur quos menses quattuor augent / [---] mortique dies felix si longior aetas / mansisset quam dura sibi fortuna negavit / o miseros homines(!) vivunt qui vivere nolunt / vivere qui debent fato moriuntur acerbo,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.725079168,7.2835935065,101 AD , 300 AD,101.0,300.0
HD066350,C(aio) Albiccio Proclo / mil(iti) c(o)[h]o(rtis) [---]C[---]S / ord(ine) Iul(i) C[---] Cn(aeus) / Fronto [mil(es) coh(ortis) e]iusd(em) / her(es) ex test(amento),Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.725079168,7.2835935065,51 AD , 100 AD,51.0,100.0
HD066351,Apolonio / Dionysio / mil(iti) co[h(ortis)] Na[ut(icorum)] / tubic(ini) h(eres) e(x) t(estamento),Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,14 AD , 68 AD,14.0,68.0
HD066352,T(ito) Aurelio De/mencelonis f(ilio) Bo/dionti(c)o coh(ortis) N(au)t(ic)o(rum) / |(centuria) Eriponi her(e)d(es) / e(x) t(estamento),Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,1 AD , 68 AD,1.0,68.0
HD066353,Sex(tus) Iulius Mo/ntani f(ilius) Fronto / miles coh(ortis) Ligurum / |(centuria) Nigri coman(ipularis) / Sex(tus) Iulius Optat/us posuit ob / merita eius,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,1 AD , 68 AD,1.0,68.0
HD066354,Ti(berio) Iulio Vel/aconis fil(io) / Cl(audia) Viaco / miles coh(ortis) Naut(icorum) / |(centuria) Ti(beri) Iu[li] Rest(ituti)(?) / hered(es) ex tes(tamento) h(ic) s(itus) e(st),Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.71841194,7.2549669863,14 AD , 54 AD,14.0,54.0
HD066355,C(aius) Marius C(ai) f(ilius) / Mogio mi/les cohort(is) / Ligurum hic / situs est,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,14 AD , 68 AD,14.0,68.0
HD066356,L(ucio) Nonio Quadrato co[h(ortis)] / Naut(icorum) S(extus) Mumius Q(uintus) Manilius / et Calvenius Rufus / d(e) s(uo),Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,1 AD , 50 AD,1.0,50.0
HD066357,Panes Ma/sauri f(ilius) Dal/mata eques / h(eres) b(ene) m(erens),Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,1 AD , 50 AD,1.0,50.0
HD066358,Quadratus / Mutumbal(is) f(ilius) / coh(ortis) Gaet(ulorum) / P(ublius) SILM(?) mil(e)s(?) SER / h(eres) e(x) t(estamento),Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,27 BC , 68 AD,-27.0,68.0
HD066359,[--- P]rimo Vol(tinia) / [---] c(o)ho(rtis) L[ig(urum)] / [------,Alpes Maritimae,France,Cemenelum,Nice,stele,epitaph,Stone,43.711144,7.2747272,1 AD , 68 AD,1.0,68.0
HD066360,Sex(to) Sulpicio Q(uinti) [[f(ilio)]] / Sabino vexilla[[r]](io) / c(o)ho(rtis) I Lig(urum) et His(panorum) c(ivium) R(omanorum) |(centuria) / Gratini h(eres) e(x) t(estamento) h(oc) m(onumentum) h(eredem) s(equetur),Alpes Maritimae,France,Cemenelum,Nice,urn,epitaph,Stone,43.71841194,7.2549669863,51 AD , 116 AD,51.0,116.0
HD066361,Tertio Docconis / f(ilio) mil(iti) c(ohortis) Gaetul(orum) / |(centuria) Galli Avius,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,27 BC , 68 AD,-27.0,68.0
HD066362,Manio Gemino / Ingenuo / IIvir(o) sacer(doti) / Ge[mina filia] / patri piiss(imo) et / Albicia Materna / marito incomp(arabili),Alpes Maritimae,France,Cemenelum,Nice,tabula,epitaph,Stone,43.725079168,7.2835935065,51 AD , 100 AD,51.0,100.0
HD066363,[D(is) M(anibus)] / G(ai) Manti Paterni decu[rionis] / IIvir(i) [fl]a[mi]nis [c]ivit[at]i[s] / Aebutia Nepot[illa ob] / eius erga se adfection[em] / marito incom(p)arab[ili] / fecit / cum quo v[ix]i(t) ann(os) [xx] / m(enses) VIII d(ies) X,Alpes Maritimae,France,Cemenelum,Nice,urn,epitaph,Stone,43.725079168,7.2835935065,101 AD , 200 AD,101.0,200.0
HD066364,------] / [ob adf]ection(em) / [col]leg(ia) / [---]ORVM / [---]R patrono / [opti]mo / [d(ecreto)] d(ecurionum),Alpes Maritimae,France,Cemenelum,Nice,altar,epitaph,Stone,43.711144,7.2747272,1 AD , 300 AD,1.0,300.0
HD066365,------] / [--- quae vixit?] / an(nos) [--- d(ies)] LV / Alb[i]c[cia] Aga/themeris merentissimae,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.7209453,7.2518003999,1 AD , 300 AD,1.0,300.0
HD066366,[M(arco)] B[aebio Pa]/[t]ern[i f(ilio)] / Clau[d(ia) Urso] / [Baeb]ia [Paulina] / [fratri optimo],Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.711144,7.2747272,71 AD , 100 AD,71.0,100.0
HD066367,Sex(to) Cassio L(uci) f(ilio) / Cam(ilia) Alb(ensi) Priamus l(ibertus) / f(ecit) d(e) s(uo),Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,1 AD , 50 AD,1.0,50.0
HD066368,Memoriae Cattiae Eucarpiae / coniugis optimae / C(aius) Multelius Secundinus marit(us) f[e]c(it),Alpes Maritimae,France,Cemenelum,Nice,sarcophagus,epitaph,Stone,43.71841194,7.2549669863,101 AD , 200 AD,101.0,200.0
HD066369,------] / [Claudio ?---]TINO Claud(i) Galli [f(ilio) ---?],Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,1 AD , 300 AD,1.0,300.0
HD066370,Clementillae / qu(a)e vixit ann(os) XV m(enses) V d(ies) V / [---] Vera mater fil(iae) piissimae / [et] Moccia Vera matri / posuerunt,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,51 AD , 100 AD,51.0,100.0
HD066371,D(is) [M(anibus)] / T(itus) Galer[ius] / Eutych[es] / IIIIIIvir Aug(ustalis) / Domitiae He/liadi uxori / merentiss(imae),Alpes Maritimae,France,Cemenelum,Nice,urn,epitaph,Stone,43.725079168,7.2835935065,101 AD , 150 AD,101.0,150.0
HD066372,P(ublio) Etereio M(arci) / Eterei Domes/tici f(ilio) Quirina / Qu[adrato?] C[---?] / [---]M / [---]M[---] / P(ublius) Etereius Lius / d(edit) d(edicavit),Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,1 AD , 100 AD,1.0,100.0
HD066373,Helviae M(arci) [f(iliae)] / Paternae / ex testament(o) / ipsius / Albiccia Ma/terna heres / l(ocus) d(atus) d(ecreto) d(ecurionum),Alpes Maritimae,France,Cemenelum,Nice,altar,epitaph,Stone,43.711144,7.2747272,1 AD , 100 AD,1.0,100.0
HD066375,M(arcus) Iulius / Martia(l)is / Ti(beriae) Iuliae piis(simae) / pater,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,1 AD , 100 AD,1.0,100.0
HD066376,Ti(berio) Iulio Ti(beri) [I]uli FR(?) mi[l(itis)] / duplic(ari) coh(ortis) Naut(icorum) / lib(erto) Fausto patronus,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,14 AD , 54 AD,14.0,54.0
HD066377,D(is) [M(anibus)] / Iulio [---] / Tota[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,tabula,epitaph,Stone,43.719504211,7.2765255569,1 AD , 300 AD,1.0,300.0
HD066378,------] / [--- qui vixit ---] / XV Iunia [---],Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,1 AD , 300 AD,1.0,300.0
HD066379,Iustina [---] / [---] viva / sibi posuit,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.719992346,7.275309623,1 AD , 300 AD,1.0,300.0
HD066380,Mantiae T(iti) fi(liae) Sallucae Mantia / Matura filia pientissim&lt;a&gt;e [matri],Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.725079168,7.2835935065,1 AD , 100 AD,1.0,100.0
HD066381,Matucciae Paternae / ex pago Licirro vico Na/velis immatura morte / subtractae q(uae) v(ixit) ann(os) XXV / m(enses) XI d(ies) VI Matuccius / Quartinus et Metilia / Materna parentes,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.725079168,7.2835935065,51 AD , 100 AD,51.0,100.0
HD066382,Mettio Pardo Mar/cinia Lucillia uxor / cum quo vixi an(nos) XVI m(enses) / [---] immatura morte subtrac/to qui vixit ann(os) XXXV(I?) / marito dulcissimo fecit,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,71 AD , 130 AD,71.0,130.0
HD066383,D(is) [M(anibus)] / Oconiae Secundin[ae] / uxori raris[s]im(ae) [cu]ius / in vita tan[t]a obse[qui]a / fuerunt ut dign[e me]mor(ia) / eius esset remunerand[a] / et quoniam paupertas / est inpedimento / inest so solacium,Alpes Maritimae,France,Cemenelum,Nice,urn,epitaph,Stone,43.711144,7.2747272,101 AD , 300 AD,101.0,300.0
HD066384,Petroniae Verae matri / piissimae filius Verus / v(ivus) &lt;f=E&gt;(cit) ,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,71 AD , 100 AD,71.0,100.0
HD066385,Pompeiae [---],Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,1 AD , 300 AD,1.0,300.0
HD066386,Pontiae Primi/tiv(a)e Po[n]tia Feli/cissima lib(erta) [p]atro/nae b(ene) m(erenti) de suo fe/cit,Alpes Maritimae,France,Cemenelum,Nice,urn,epitaph,Unknown,43.725079168,7.2835935065,1 AD , 100 AD,1.0,100.0
HD066387,@(obitus) / Selanio / Medovi (filio),Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.71841194,7.2549669863,1 AD , 100 AD,1.0,100.0
HD066388,Spartac(iae) Paternae uxori rariss(imae) / cuius in vita tanta obsequia fuer(unt) / ut digne memoria eius esset remu/neranda L(ucius) Verducc(ius) Maternus / oblitus mediocri(tatis) suae ut / nomen [ei]us aeterna lectione / celebretur hoc monim[entum] / instituit,Alpes Maritimae,France,Cemenelum,Nice,sarcophagus,epitaph,Stone,43.71841194,7.2549669863,101 AD , 300 AD,101.0,300.0
HD066389,G(aiae) Valeriae Candidi[---] immat(ura) / morte subt(ractae) q(uae) ann(os) XV Valerius / Victor et Secundin[i]a Nepotilla / filiae dulc(issimae) fecerun(t),Alpes Maritimae,France,Cemenelum,Nice,sarcophagus,epitaph,Unknown,43.725079168,7.2835935065,71 AD , 100 AD,71.0,100.0
HD066390,[Valeriae Ma]/[ternae] / [ex testament(o)] / [He]lviae Pa[ter]/[na]e fil(iae) Albicc[ia] / [Ma]terna he[res] / [l(ocus)] d(atus) d(ecreto) [d(ecurionum)],Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.711144,7.2747272,1 AD , 100 AD,1.0,100.0
HD066391,D(is) M(anibus) / Valerio Materni[no] / heredes / digno merenti,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.71841194,7.2549669863,101 AD , 150 AD,101.0,150.0
HD066392,------] / [---]A[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.719267895,7.2754424578,1 AD , 300 AD,1.0,300.0
HD066393,[---]A[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,tabula,Unknown,Stone,43.718769416,7.2770364523,1 AD , 300 AD,1.0,300.0
HD066394,------] / A[---] / MO[---] / ET[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,stele,Unknown,Stone,43.711144,7.2747272,1 AD , 300 AD,1.0,300.0
HD066399,------] / An(?) Enni[us ---?] / Ted(?) M(arcus?) TILI[---] / C(aius?) S(?) Aper M(arcus?) T[---] / S ME fecerunt [---],Alpes Maritimae,France,Cemenelum,Nice,urn,epitaph,Stone,43.686214,7.1978858999,1 AD , 300 AD,1.0,300.0
HD066400,------] / [p]aren[tes fil(io) dig?]/nissim[o posuer(unt)?] / l(ocus) d(atus) d(ecreto) [d(ecurionum)],Alpes Maritimae,France,Cemenelum,Nice,altar,epitaph,Stone,43.718987271,7.2763211983,1 AD , 300 AD,1.0,300.0
HD066401,------] / Aurelio [---] / Matura AE[---] / Septimia SE[---] / [---]I ob SE[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.718987271,7.2763211983,1 AD , 300 AD,1.0,300.0
HD066414,[---]DARO[---] / [---]-RV[---] / [---]-[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,tabula,Unknown,Stone,43.720023364,7.2771386368,1 AD , 300 AD,1.0,300.0
HD066415,------] / [l(ocus)] d(atus) d(ecreto) d(ecurionum),Alpes Maritimae,France,Cemenelum,Nice,altar,Unknown,Stone,43.719016811,7.2763109795,1 AD , 300 AD,1.0,300.0
HD066416,------] / DE[---] / HI[---],Alpes Maritimae,France,Cemenelum,Nice,tabula,Unknown,Stone,43.711144,7.2747272,1 AD , 300 AD,1.0,300.0
HD066417,D(is) M(anibus),Alpes Maritimae,France,Cemenelum,Nice,urn,epitaph,Stone,43.719504211,7.2765255569,1 AD , 300 AD,1.0,300.0
HD066418,D(is) M(anibus),Alpes Maritimae,France,Cemenelum,Nice,urn,epitaph,Stone,43.719504211,7.2765255569,1 AD , 300 AD,1.0,300.0
HD066419,[D(is)] M(anibus),Alpes Maritimae,France,Cemenelum,Nice,urn,epitaph,Stone,43.720795,7.2770329999,1 AD , 300 AD,1.0,300.0
HD066420,[---]E M / [---]DENT / [---]ORN[---] / [------] / [------,Alpes Maritimae,France,Cemenelum,Nice,tabula,epitaph,Stone,43.71906112,7.2750541728,1 AD , 300 AD,1.0,300.0
HD066421,------] / [---]E P[---] / [---]ERO [---] / [---]nius Marcel[---] / [---]elius Ingenu[---] / [---]lius Cresce[---] / [---]us QVI[---] / [---]S [---] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.719016811,7.2763109795,1 AD , 300 AD,1.0,300.0
HD066422,------] / [---]E S[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.718987271,7.2763211983,1 AD , 300 AD,1.0,300.0
HD066423,[---]ET TA / [---] eques / [---]TA / [------,Alpes Maritimae,France,Cemenelum,Nice,tabula,Unknown,Stone,43.711144,7.2747272,1 AD , 300 AD,1.0,300.0
HD066424,------] / [---]EV[---] / [---]EMOR[---] / [---]V[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.718987271,7.2763211983,1 AD , 300 AD,1.0,300.0
HD066425,------] / [---] fili(?) / [---]MO / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.718987271,7.2763211983,1 AD , 300 AD,1.0,300.0
HD066426,------] / [---]I[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.719267895,7.2754424578,1 AD , 300 AD,1.0,300.0
HD066427,------] / [------] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.718987271,7.2763211983,1 AD , 300 AD,1.0,300.0
HD066428,------] / [---]IDE[---] / [---n]i oleum [---] / [---] D [---],Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.719019764,7.2761168409,1 AD , 300 AD,1.0,300.0
HD066429,------] / [---]I H[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.719267895,7.2754424578,1 AD , 300 AD,1.0,300.0
HD066430,------] / [------] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.711144,7.2747272,1 AD , 300 AD,1.0,300.0
HD066519,[Depositi]o Siri et Severi nep(otum) / [defunct(orum)] No(nis) D&lt;e=I&gt;c(embribus) ann(orum) XXXII me(nsium) IV ,Noricum,Austria,Ovilava,Wels,tile,epitaph,Stone,48.1623387,14.0282415,401 AD , 600 AD,401.0,600.0
HD066574,Q(uintus) Avilius / Q(uinti) l(ibertus) Quartio / sibi et / Iuliae C(ai) f(iliae) Rufillae / uxori / Firmino (filio) et / Secundino fil(io),Transpadana ,Italy,Augusta Praetoria,Villeneuve,stele,epitaph,Stone,45.7025599,7.2073384,1 AD , 300 AD,1.0,300.0
HD066590,------] / [---]ODA[---] / [---]ERM[---] / [------,Alpes Poeninae,Switzerland,Summus Poeninus,Bourg-S.-Pierre,tabula,votive inscription,Stone,45.869322913,7.1708882662,1 AD , 300 AD,1.0,300.0
HD066593,M(arcus) Cassius / Festus / miles leg(ionis) X |(centuria) Iu[l]i / Rufi / votum s(olvit) l(ibens) m(erito),Alpes Poeninae,Switzerland,Summus Poeninus,Bourg-S.-Pierre,tessera,votive inscription,Metals,45.869322913,7.1708882662,51 AD , 130 AD,51.0,130.0
HD066619,Imp(eratori) [[---]] / [[------]] / [[------]] / [[------]] / [P(io)] F(elici) Invict(o) [Aug(usto)? ] / ordo Cat[ur(igomagensium)],Alpes Cottiae,France,Caturigomagus,Chorges,altar,honorific inscription,Unknown,44.545716,6.275548,201 AD , 290 AD,201.0,290.0
HD066620,[------] / F(elici) Invi[c(to)] Aug(usto) [--] / co(n)s(uli) pro{ro}co(n)s(uli) / civit(as) Catur(igum) d(evota) n(umini) / [m(aiestati)q(ue)] e(ius) CVRIE PE E DIC FE / P CVR RO AL[---] / [------] // [------] / Pio &lt;Principi=Felici&gt; / Invicto Augusto / restitutori orbis / providentissimo / retro principum / ac super omnes / fortissimo / Annius Rufinus v(ir) e(gregius) proc(urator) et / prae[s(es)?] Alpium Maritimar(um) / devotus numini maiestatiq(ue) / eius ,Alpes Cottiae,France,Caturigomagus,Chorges,base,honorific inscription,Stone,44.545716,6.275548,201 AD , 305 AD,201.0,305.0
HD066623,V(ivus) f(ecit) / T(itus) Parridius Parrionis / fil(ius) Quir(ina) Gratus quaest(or) / IIvir munic(ipii) Brigantien(sium) / sibi et Parrioni Excingi f(ilio) patri / Vennae Nematevi f(iliae) matri / Solitae sorori v(ivae) Adnemae sorori / v(ivae) Tittoniae Tittonis f(iliae) Tertiae uxori / v(ivo) T(ito) Parr[i]dio Ingenuo filio / v(ivae) Parridiae Gratae filiae,Alpes Cottiae,France,Brigantio,Brian̤on,stele,epitaph,Stone,44.899416,6.643179,71 AD , 100 AD,71.0,100.0
HD066627,IN[---] / BR[---] / EST[---] / PO[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.718987271,7.2763211983,201 AD , 300 AD,201.0,300.0
HD066628,------]IN[---] / [---]NVS CA[---] / [---]IVS F[---] / [---]S[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Unknown,43.711144,7.2747272,1 AD , 400 AD,1.0,400.0
HD066629,------]IOMA[---] / [---]OCAL[---] / [---]OM[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.719504211,7.2765255569,201 AD , 400 AD,201.0,400.0
HD066630,------]ISSIM[---] / [---]IT,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.71853679,7.2761168383,201 AD , 400 AD,201.0,400.0
HD066631,------]ISSIMIS[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.718987271,7.2763211983,201 AD , 400 AD,201.0,400.0
HD066632,------]L[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.719267895,7.2754424578,Unknown,Unknown,201.0,400.0
HD066633,------]LE[---] / [---]ellin[---] / [---] Sextu[s ---] / [---] Philog[etus ---] / [---]lius [------,Alpes Maritimae,France,Cemenelum,Nice,tabula,epitaph,Stone,43.719504211,7.2765255569,201 AD,Unknown,201.0,400.0
HD066634,------]L / [---]N / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.711144,7.2747272,151 AD,Unknown,151.0,400.0
HD066635,------]M[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.719504211,7.2765255569,1 AD , 400 AD,1.0,400.0
HD066636,------]M[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.711144,7.2747272,101 AD,Unknown,101.0,300.0
HD066637,M(arcus)(?) AL[---],Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.711144,7.2747272,1 AD , 200 AD,1.0,200.0
HD066638,------] M(arcus)(?) AL[---] / N[---],Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.718987271,7.2763211983,151 AD , 400 AD,151.0,400.0
HD066639,[---] / [in] memoriam / [vix]sit(!) an(n)is / XXXXV,Alpes Maritimae,France,Cemenelum,Nice,tabula,epitaph,Stone,43.7113124,7.2742554999,301 AD , 500 AD,301.0,500.0
HD066640,------] mensib[us ---] / [---]M OB CVM[---] / [---]HSM E[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.719504211,7.2765255569,251 AD,Unknown,251.0,400.0
HD066641,------] Met[---] / [---]uriu[s ---] / [---] Val(erius) AV[---] / [---] Metilius [---] / [--- V]al(erius) Opta[tus ---] / [---]scius Ter[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.7195992,7.275239,1 AD , 300 AD,1.0,300.0
HD066642,------]ND[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.718987271,7.2763211983,1 AD , 400 AD,1.0,400.0
HD066643,------]NIN[---] / [---] dedic[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,votive inscription,Stone,43.718987271,7.2763211983,1 AD , 300 AD,1.0,300.0
HD066644,------]NIR[---] / [---]NA,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.719504211,7.2765255569,1 AD , 400 AD,1.0,400.0
HD066645,------]NIV[---] / [---]CAI[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.719504211,7.2765255569,1 AD , 400 AD,1.0,400.0
HD066646,------]NO[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.719504211,7.2765255569,1 AD , 300 AD,1.0,300.0
HD066647,------]O[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.718987271,7.2763211983,1 AD , 300 AD,1.0,300.0
HD066648,O(---) E(---) I(---) P(---),Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.718769416,7.2770364523,1 AD , 400 AD,1.0,400.0
HD066649,------]ODV[---]/RIA fec[it](?),Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.719504211,7.2765255569,1 AD , 400 AD,1.0,400.0
HD066650,------]OM[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.711144,7.2747272,1 AD , 300 AD,1.0,300.0
HD066651,------]OM[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.718987271,7.2763211983,1 AD , 350 AD,1.0,350.0
HD066652,------]ON[---] / [---]ENE[---] / [---]IT EA[---] / [---] DECV[---],Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.711144,7.2747272,1 AD , 250 AD,1.0,250.0
HD066653,------]OREM[---] / [---]INIA[---],Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.719504211,7.2765255569,151 AD , 350 AD,151.0,350.0
HD066654,------] PATR[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.711144,7.2747272,1 AD , 300 AD,1.0,300.0
HD066655,------]P(ubli) f(ilius) [---] / Dext[---] / Cemen[elensium](?) / SE[---] / AT[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.719267895,7.2754424578,1 AD , 300 AD,1.0,300.0
HD066656,------]PV[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.718987271,7.2763211983,1 AD , 400 AD,1.0,400.0
HD066657,------]QA[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.718987271,7.2763211983,1 AD , 400 AD,1.0,400.0
HD066658,------] Q(uinto) L[---] / [---] Q(uinto) DO[---] / [---]GI PATE[---] / [---]AVG O[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.719504211,7.2765255569,1 AD , 200 AD,1.0,200.0
HD066659,------] / Q(uintus) Va[---] / P(ublius) Ve[---] / T(itus) De[---] / C(aius) Ser[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.718987271,7.2763211983,151 AD , 300 AD,151.0,300.0
HD066660,------]R[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.718987271,7.2763211983,1 AD , 300 AD,1.0,300.0
HD066661,------]R A / [---]ITA / [---]DIC / [---]DR / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.718769416,7.2770364523,1 AD , 350 AD,1.0,350.0
HD066662,------] / R[---] / CISSIMV[S --- o]ptimi / R[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.719504211,7.2765255569,101 AD , 300 AD,101.0,300.0
HD066663,------]RE[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.711144,7.2747272,101 AD , 400 AD,101.0,400.0
HD066664,------]S / DI[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.711144,7.2747272,1 AD , 400 AD,1.0,400.0
HD066665,------]S / I[---] / [---]PAN V[---] / [---]N [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.718987271,7.2763211983,151 AD,Unknown,151.0,366.6666666666667
HD066666,------]S[---] / [---]VS[---] / [---]V STE[---] / [---]V SE[---] / [------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.718987271,7.2763211983,151 AD,Unknown,151.0,333.3333333333333
HD066667,------] / [--- ma]tri piissima[e] posuit ob / cuius dedicationem decuri/onib(us) et sevir(is) Aug(ustalibus) u[rb]anis et of/[fi]cialib(us) sportulas |(denarios) duo divisit / item collegiis |(denarium) unum et recumbentibus /panem et vinum praebuit et oleum / populo viris ac mulieribus pri/misce dedit l(ocus) d(atus) d(ecreto) d(ecurionum),Alpes Maritimae,France,Cemenelum,Nice,Unknown,epitaph,Stone,43.711144,7.2747272,51 AD , 300 AD,51.0,300.0
HD066670,------]V[---] / [---]ARM[------,Alpes Maritimae,France,Cemenelum,Nice,Unknown,Unknown,Stone,43.718987271,7.2763211983,1 AD , 300 AD,1.0,300.0
